"","dataset","header"
"74267",7125,"Date"
"74268",7125,"Transaction number"
"74269",7125,"Invoice Number"
"74270",7125,"Amount"
"74271",7125,"Supplier Name"
"74272",7125,"Supplier ID"
"74273",7125,"VAT Registration Number"
"74274",7125,"Expense Area"
"74275",7125,"Expense Type"
"74276",7125,"Expense Code"
"74277",7125,"BVACOP"
"74278",7125,"Proclass"
"74279",7125,"Extended Description"
"74280",7125,"SOURCE"
"74281",7125,"SUBSOURCE"
"74282",7125,"Definition"
"74283",7125,"Explanation"
"74284",7126,"Body"
"74285",7126,"Body Name"
"74286",7126,"Date"
"74287",7126,"Transaction number"
"74288",7126,"Invoice Number"
"74289",7126,"Amount"
"74290",7126,"Supplier Name"
"74291",7126,"Supplier ID"
"74292",7126,"VAT Registration Number"
"74293",7126,"Expense Area"
"74294",7126,"Expense Type"
"74295",7126,"Expense Code"
"74296",7126,"BVACOP"
"74297",7126,"Proclass"
"74298",7126,"Extended Description"
"74299",7126,"SOURCE"
"74300",7126,"SUBSOURCE"
"74301",7126,"Definition"
"74302",7126,"Explanation"
"74303",7127,"Body"
"74304",7127,"Body Name"
"74305",7127,"Date"
"74306",7127,"Transaction number"
"74307",7127,"Invoice Number"
"74308",7127,"Amount"
"74309",7127,"Supplier Name"
"74310",7127,"Supplier ID"
"74311",7127,"VAT Registration Number"
"74312",7127,"Expense Area"
"74313",7127,"Expense Type"
"74314",7127,"Expense Code"
"74315",7127,"BVACOP"
"74316",7127,"Proclass"
"74317",7127,"Extended Description"
"74318",7127,"SOURCE"
"74319",7127,"SUBSOURCE"
"74320",7127,"Definition"
"74321",7127,"Explanation"
"74322",7128,"Body"
"74323",7128,"Body Name"
"74324",7128,"Date"
"74325",7128,"Transaction number"
"74326",7128,"Invoice Number"
"74327",7128,"Amount"
"74328",7128,"Supplier Name"
"74329",7128,"Supplier ID"
"74330",7128,"VAT Registration Number"
"74331",7128,"Expense Area"
"74332",7128,"Expense Type"
"74333",7128,"Expense Code"
"74334",7128,"BVACOP"
"74335",7128,"Proclass"
"74336",7128,"Extended Description"
"74337",7128,"SOURCE"
"74338",7128,"SUBSOURCE"
"74339",7128,"Definition"
"74340",7128,"Explanation"
"74341",7129,"Body"
"74342",7129,"Body Name"
"74343",7129,"Date"
"74344",7129,"Transaction number"
"74345",7129,"Invoice Number"
"74346",7129,"Amount"
"74347",7129,"Supplier Name"
"74348",7129,"Supplier ID"
"74349",7129,"VAT Registration Number"
"74350",7129,"Expense Area"
"74351",7129,"Expense Type"
"74352",7129,"Expense Code"
"74353",7129,"BVACOP"
"74354",7129,"Proclass"
"74355",7129,"Extended Description"
"74356",7129,"SOURCE"
"74357",7129,"SUBSOURCE"
"74358",7129,"Definition"
"74359",7129,"Explanation"
"74360",7130,"Body"
"74361",7130,"Body Name"
"74362",7130,"Date"
"74363",7130,"Transaction number"
"74364",7130,"Invoice Number"
"74365",7130,"Amount"
"74366",7130,"Supplier Name"
"74367",7130,"Supplier ID"
"74368",7130,"VAT Registration Number"
"74369",7130,"Expense Area"
"74370",7130,"Expense Type"
"74371",7130,"Expense Code"
"74372",7130,"BVACOP"
"74373",7130,"Proclass"
"74374",7130,"Extended Description"
"74375",7130,"SOURCE"
"74376",7130,"SUBSOURCE"
"74377",7130,"Definition"
"74378",7130,"Explanation"
"74379",7131,"Body"
"74380",7131,"Body Name"
"74381",7131,"Date"
"74382",7131,"Transaction number"
"74383",7131,"Invoice Number"
"74384",7131,"Amount"
"74385",7131,"Supplier Name"
"74386",7131,"Supplier ID"
"74387",7131,"VAT Registration Number"
"74388",7131,"Expense Area"
"74389",7131,"Expense Type"
"74390",7131,"Expense Code"
"74391",7131,"BVACOP"
"74392",7131,"Proclass"
"74393",7131,"Extended Description"
"74394",7131,"SOURCE"
"74395",7131,"SUBSOURCE"
"74396",7131,"Definition"
"74397",7131,"Explanation"
"74398",7132,"Body"
"74399",7132,"Body Name"
"74400",7132,"Date"
"74401",7132,"Transaction number"
"74402",7132,"Invoice Number"
"74403",7132,"Amount"
"74404",7132,"Supplier Name"
"74405",7132,"Supplier ID"
"74406",7132,"VAT Registration Number"
"74407",7132,"Expense Area"
"74408",7132,"Expense Type"
"74409",7132,"Expense Code"
"74410",7132,"BVACOP"
"74411",7132,"Proclass"
"74412",7132,"Extended Description"
"74413",7132,"SOURCE"
"74414",7132,"SUBSOURCE"
"74415",7132,"Definition"
"74416",7132,"Explanation"
"74417",7133,"Body"
"74418",7133,"Body Name"
"74419",7133,"Date"
"74420",7133,"Transaction number"
"74421",7133,"Invoice Number"
"74422",7133,"Amount"
"74423",7133,"Supplier Name"
"74424",7133,"Supplier ID"
"74425",7133,"VAT Registration Number"
"74426",7133,"Expense Area"
"74427",7133,"Expense Type"
"74428",7133,"Expense Code"
"74429",7133,"BVACOP"
"74430",7133,"Proclass"
"74431",7133,"Extended Description"
"74432",7133,"SOURCE"
"74433",7133,"SUBSOURCE"
"74434",7133,"Definition"
"74435",7133,"Explanation"
"74436",7134,"Body"
"74437",7134,"Body Name"
"74438",7134,"Date"
"74439",7134,"Transaction number"
"74440",7134,"Invoice Number"
"74441",7134,"Amount"
"74442",7134,"Supplier Name"
"74443",7134,"Supplier ID"
"74444",7134,"VAT Registration Number"
"74445",7134,"Expense Area"
"74446",7134,"Expense Type"
"74447",7134,"Expense Code"
"74448",7134,"BVACOP"
"74449",7134,"Proclass"
"74450",7134,"Extended Description"
"74451",7134,"SOURCE"
"74452",7134,"SUBSOURCE"
"74453",7134,"Definition"
"74454",7134,"Explanation"
"74455",7135,"Body"
"74456",7135,"Body Name"
"74457",7135,"Date"
"74458",7135,"Transaction number"
"74459",7135,"Invoice Number"
"74460",7135,"Amount"
"74461",7135,"Supplier Name"
"74462",7135,"Supplier ID"
"74463",7135,"VAT Registration Number"
"74464",7135,"Expense Area"
"74465",7135,"Expense Type"
"74466",7135,"Expense Code"
"74467",7135,"BVACOP"
"74468",7135,"Proclass"
"74469",7135,"Extended Description"
"74470",7135,"SOURCE"
"74471",7135,"SUBSOURCE"
"74472",7135,"Definition"
"74473",7135,"Explanation"
"74474",7136,"Body"
"74475",7136,"Body Name"
"74476",7136,"Date"
"74477",7136,"Transaction number"
"74478",7136,"Invoice Number"
"74479",7136,"Amount"
"74480",7136,"Supplier Name"
"74481",7136,"Supplier ID"
"74482",7136,"VAT Registration Number"
"74483",7136,"Expense Area"
"74484",7136,"Expense Type"
"74485",7136,"Expense Code"
"74486",7136,"BVACOP"
"74487",7136,"Proclass"
"74488",7136,"Extended Description"
"74489",7136,"SOURCE"
"74490",7136,"SUBSOURCE"
"74491",7136,"Definition"
"74492",7136,"Explanation"
"74493",7137,"Body"
"74494",7137,"Body Name"
"74495",7137,"Date"
"74496",7137,"Transaction number"
"74497",7137,"Invoice Number"
"74498",7137,"Amount"
"74499",7137,"Supplier Name"
"74500",7137,"Supplier ID"
"74501",7137,"VAT Registration Number"
"74502",7137,"Expense Area"
"74503",7137,"Expense Type"
"74504",7137,"Expense Code"
"74505",7137,"BVACOP"
"74506",7137,"Proclass"
"74507",7137,"Extended Description"
"74508",7137,"SOURCE"
"74509",7137,"SUBSOURCE"
"74510",7137,"Definition"
"74511",7137,"Explanation"
"74512",7138,"Body"
"74513",7138,"Body Name"
"74514",7138,"Date"
"74515",7138,"Transaction number"
"74516",7138,"Invoice Number"
"74517",7138,"Amount"
"74518",7138,"Supplier Name"
"74519",7138,"Supplier ID"
"74520",7138,"VAT Registration Number"
"74521",7138,"Expense Area"
"74522",7138,"Expense Type"
"74523",7138,"Expense Code"
"74524",7138,"BVACOP"
"74525",7138,"Proclass"
"74526",7138,"Extended Description"
"74527",7138,"SOURCE"
"74528",7138,"SUBSOURCE"
"74529",7138,"Definition"
"74530",7138,"Explanation"
"74531",7139,"Body"
"74532",7139,"Body Name"
"74533",7139,"Date"
"74534",7139,"Transaction number"
"74535",7139,"Invoice Number"
"74536",7139,"Amount"
"74537",7139,"Supplier Name"
"74538",7139,"Supplier ID"
"74539",7139,"VAT Registration Number"
"74540",7139,"Expense Area"
"74541",7139,"Expense Type"
"74542",7139,"Expense Code"
"74543",7139,"BVACOP"
"74544",7139,"Proclass"
"74545",7139,"Extended Description"
"74546",7139,"SOURCE"
"74547",7139,"SUBSOURCE"
"74548",7139,"Definition"
"74549",7139,"Explanation"
"74550",7140,"Body"
"74551",7140,"Body Name"
"74552",7140,"Date"
"74553",7140,"Transaction number"
"74554",7140,"Invoice Number"
"74555",7140,"Amount"
"74556",7140,"Supplier Name"
"74557",7140,"Supplier ID"
"74558",7140,"VAT Registration Number"
"74559",7140,"Expense Area"
"74560",7140,"Expense Type"
"74561",7140,"Expense Code"
"74562",7140,"BVACOP"
"74563",7140,"Proclass"
"74564",7140,"Extended Description"
"74565",7140,"SOURCE"
"74566",7140,"SUBSOURCE"
"74567",7140,"Definition"
"74568",7140,"Explanation"
"74569",7141,"Body"
"74570",7141,"Body Name"
"74571",7141,"Date"
"74572",7141,"Transaction number"
"74573",7141,"Invoice Number"
"74574",7141,"Amount"
"74575",7141,"Supplier Name"
"74576",7141,"Supplier ID"
"74577",7141,"VAT Registration Number"
"74578",7141,"Expense Area"
"74579",7141,"Expense Type"
"74580",7141,"Expense Code"
"74581",7141,"BVACOP"
"74582",7141,"Proclass"
"74583",7141,"Extended Description"
"74584",7141,"SOURCE"
"74585",7141,"SUBSOURCE"
"74586",7141,"Definition"
"74587",7141,"Explanation"
"74588",7142,"Body"
"74589",7142,"Body Name"
"74590",7142,"Date"
"74591",7142,"Transaction number"
"74592",7142,"Invoice Number"
"74593",7142,"Amount"
"74594",7142,"Supplier Name"
"74595",7142,"Supplier ID"
"74596",7142,"VAT Registration Number"
"74597",7142,"Expense Area"
"74598",7142,"Expense Type"
"74599",7142,"Expense Code"
"74600",7142,"BVACOP"
"74601",7142,"Proclass"
"74602",7142,"Extended Description"
"74603",7142,"SOURCE"
"74604",7142,"SUBSOURCE"
"74605",7142,"Definition"
"74606",7142,"Explanation"
"74607",7143,"Body"
"74608",7143,"Body Name"
"74609",7143,"Date"
"74610",7143,"Transaction number"
"74611",7143,"Invoice Number"
"74612",7143,"Amount"
"74613",7143,"Supplier Name"
"74614",7143,"Supplier ID"
"74615",7143,"VAT Registration Number"
"74616",7143,"Expense Area"
"74617",7143,"Expense Type"
"74618",7143,"Expense Code"
"74619",7143,"BVACOP"
"74620",7143,"Proclass"
"74621",7143,"Extended Description"
"74622",7143,"SOURCE"
"74623",7143,"SUBSOURCE"
"74624",7143,"Definition"
"74625",7143,"Explanation"
"74626",7144,"Body"
"74627",7144,"Body Name"
"74628",7144,"Date"
"74629",7144,"Transaction number"
"74630",7144,"Invoice Number"
"74631",7144,"Amount"
"74632",7144,"Supplier Name"
"74633",7144,"Supplier ID"
"74634",7144,"VAT Registration Number"
"74635",7144,"Expense Area"
"74636",7144,"Expense Type"
"74637",7144,"Expense Code"
"74638",7144,"BVACOP"
"74639",7144,"Proclass"
"74640",7144,"Extended Description"
"74641",7144,"SOURCE"
"74642",7144,"SUBSOURCE"
"74643",7144,"Definition"
"74644",7144,"Explanation"
"74645",7145,"Department family"
"74646",7145,"Entity"
"74647",7145,"Date"
"74648",7145,"Expense type"
"74649",7145,"Expense area"
"74650",7145,"Supplier"
"74651",7145,"Transaction number"
"74652",7145,"Amount"
"74653",7146,"Department family"
"74654",7146,"Entity"
"74655",7146,"Date"
"74656",7146,"Expense type"
"74657",7146,"Expense area"
"74658",7146,"Supplier"
"74659",7146,"Transaction number"
"74660",7146,"Amount"
"74661",7147,"Department family"
"74662",7147,"Entity"
"74663",7147,"Date"
"74664",7147,"Expense type"
"74665",7147,"Expense area"
"74666",7147,"Supplier"
"74667",7147,"Transaction number"
"74668",7147,"Amount"
"74669",7148,"Department family"
"74670",7148,"Entity"
"74671",7148,"Date"
"74672",7148,"Expense type"
"74673",7148,"Expense area"
"74674",7148,"Supplier"
"74675",7148,"Transaction number"
"74676",7148,"Amount"
"74677",7149,"Department family"
"74678",7149,"Entity"
"74679",7149,"Date"
"74680",7149,"Expense type"
"74681",7149,"Expense area"
"74682",7149,"Supplier"
"74683",7149,"Transaction number"
"74684",7149,"Amount"
"74685",7150,"Department family"
"74686",7150,"Entity"
"74687",7150,"Date"
"74688",7150,"Expense type"
"74689",7150,"Expense area"
"74690",7150,"Supplier"
"74691",7150,"Transaction number"
"74692",7150,"Amount"
"74693",7151,"Department family"
"74694",7151,"Entity"
"74695",7151,"Date"
"74696",7151,"Expense type"
"74697",7151,"Expense area"
"74698",7151,"Supplier"
"74699",7151,"Transaction number"
"74700",7151,"Amount"
"74701",7152,"Department family"
"74702",7152,"Entity"
"74703",7152,"Date"
"74704",7152,"Expense type"
"74705",7152,"Expense area"
"74706",7152,"Supplier"
"74707",7152,"Transaction number"
"74708",7152,"Amount"
"74709",7153,"Department family"
"74710",7153,"Entity"
"74711",7153,"Date"
"74712",7153,"Expense type"
"74713",7153,"Expense area"
"74714",7153,"Supplier"
"74715",7153,"Transaction number"
"74716",7153,"Amount"
"74717",7154,"Department family"
"74718",7154,"Entity"
"74719",7154,"Date"
"74720",7154,"Expense type"
"74721",7154,"Expense area"
"74722",7154,"Supplier"
"74723",7154,"Transaction number"
"74724",7154,"Amount"
"74725",7155,"Department family"
"74726",7155,"Entity"
"74727",7155,"Date"
"74728",7155,"Expense type"
"74729",7155,"Expense area"
"74730",7155,"Supplier"
"74731",7155,"Transaction number"
"74732",7155,"Amount"
"74733",7156,"Department family"
"74734",7156,"Entity"
"74735",7156,"Date"
"74736",7156,"Expense type"
"74737",7156,"Expense area"
"74738",7156,"Supplier"
"74739",7156,"Transaction number"
"74740",7156,"Amount"
"74741",7157,"Department family"
"74742",7157,"Entity"
"74743",7157,"Date"
"74744",7157,"Expense type"
"74745",7157,"Expense area"
"74746",7157,"Supplier"
"74747",7157,"Transaction number"
"74748",7157,"Amount"
"74749",7157,"Description"
"74750",7157,"Supplier Postcode"
"74751",7157,"Supplier Type"
"74752",7157,"Contract Number"
"74753",7157,"Project Code"
"74754",7157,"Expenditure Type"
"74755",7158,"Department family"
"74756",7158,"Entity"
"74757",7158,"Date"
"74758",7158,"Expense type"
"74759",7158,"Expense area"
"74760",7158,"Supplier"
"74761",7158,"Transaction number"
"74762",7158,"Amount"
"74763",7158,"Description"
"74764",7158,"Supplier Postcode"
"74765",7158,"Supplier Type"
"74766",7158,"Contract Number"
"74767",7158,"Project Code"
"74768",7158,"Expenditure Type"
"74769",7159,"Department family"
"74770",7159,"Entity"
"74771",7159,"Date"
"74772",7159,"Expense type"
"74773",7159,"Expense area"
"74774",7159,"Supplier"
"74775",7159,"Transaction number"
"74776",7159,"Amount"
"74777",7159,"Description"
"74778",7159,"Supplier Postcode"
"74779",7159,"Supplier Type"
"74780",7159,"Contract Number"
"74781",7159,"Project Code"
"74782",7159,"Expenditure Type"
"74783",7160,"Department family"
"74784",7160,"Entity"
"74785",7160,"Date"
"74786",7160,"Expense type"
"74787",7160,"Expense area"
"74788",7160,"Supplier"
"74789",7160,"Transaction number"
"74790",7160,"Amount"
"74791",7160,"Description"
"74792",7160,"Supplier Postcode"
"74793",7160,"Supplier Type"
"74794",7160,"Contract Number"
"74795",7160,"Project Code"
"74796",7160,"Expenditure Type"
"74797",7161,"Department family"
"74798",7161,"Entity"
"74799",7161,"Date"
"74800",7161,"Expense type"
"74801",7161,"Expense area"
"74802",7161,"Supplier"
"74803",7161,"Transaction number"
"74804",7161,"Amount"
"74805",7161,"Description"
"74806",7161,"Supplier Postcode"
"74807",7161,"Supplier Type"
"74808",7161,"Contract Number"
"74809",7161,"Project Code"
"74810",7161,"Expenditure Type"
"74811",7162,"Department family"
"74812",7162,"Entity"
"74813",7162,"Date"
"74814",7162,"Expense type"
"74815",7162,"Expense area"
"74816",7162,"Supplier"
"74817",7162,"Transaction number"
"74818",7162,"Amount"
"74819",7162,"Description"
"74820",7162,"Supplier Postcode"
"74821",7162,"Supplier Type"
"74822",7162,"Contract Number"
"74823",7162,"Project Code"
"74824",7162,"Expenditure Type"
"74825",7163,"Department family"
"74826",7163,"Entity"
"74827",7163,"Date"
"74828",7163,"Expense type"
"74829",7163,"Expense area"
"74830",7163,"Supplier"
"74831",7163,"Transaction number"
"74832",7163,"Amount"
"74833",7163,"Description"
"74834",7163,"Supplier Postcode"
"74835",7163,"Supplier Type"
"74836",7163,"Contract Number"
"74837",7163,"Project Code"
"74838",7163,"Expenditure Type"
"74839",7164,"Department family"
"74840",7164,"Entity"
"74841",7164,"Date"
"74842",7164,"Expense type"
"74843",7164,"Expense area"
"74844",7164,"Supplier"
"74845",7164,"Transaction number"
"74846",7164,"Amount"
"74847",7164,"Description"
"74848",7164,"Supplier Postcode"
"74849",7164,"Supplier Type"
"74850",7164,"Contract Number"
"74851",7164,"Project Code"
"74852",7164,"Expenditure Type"
"74853",7165,"Department family"
"74854",7165,"Entity"
"74855",7165,"Date"
"74856",7165,"Expense type"
"74857",7165,"Expense area"
"74858",7165,"Supplier"
"74859",7165,"Transaction number"
"74860",7165,"Amount"
"74861",7165,"Description"
"74862",7165,"Supplier Postcode"
"74863",7165,"Supplier Type"
"74864",7165,"Contract Number"
"74865",7165,"Project Code"
"74866",7165,"Expenditure Type"
"74867",7166,"Department family"
"74868",7166,"Entity"
"74869",7166,"Date"
"74870",7166,"Expense type"
"74871",7166,"Expense area"
"74872",7166,"Supplier"
"74873",7166,"Transaction number"
"74874",7166,"Amount"
"74875",7166,"Description"
"74876",7166,"Supplier Postcode"
"74877",7166,"Supplier Type"
"74878",7166,"Contract Number"
"74879",7166,"Project Code"
"74880",7166,"Expenditure Type"
"74881",7167,"Department family"
"74882",7167,"Entity"
"74883",7167,"Date"
"74884",7167,"Expense type"
"74885",7167,"Expense area"
"74886",7167,"Supplier"
"74887",7167,"Transaction number"
"74888",7167,"Amount"
"74889",7167,"Description"
"74890",7167,"Supplier Postcode"
"74891",7167,"Supplier Type"
"74892",7167,"Contract Number"
"74893",7167,"Project Code"
"74894",7167,"Expenditure Type"
"74895",7168,"Department family"
"74896",7168,"Entity"
"74897",7168,"Date"
"74898",7168,"Expense type"
"74899",7168,"Expense area"
"74900",7168,"Supplier"
"74901",7168,"Transaction number"
"74902",7168,"Amount"
"74903",7168,"Description"
"74904",7168,"Supplier Postcode"
"74905",7168,"Supplier Type"
"74906",7168,"Contract Number"
"74907",7168,"Project Code"
"74908",7168,"Expenditure Type"
"74909",7169,"Department family"
"74910",7169,"Entity"
"74911",7169,"Date"
"74912",7169,"Expense type"
"74913",7169,"Expense area"
"74914",7169,"Supplier"
"74915",7169,"Transaction number"
"74916",7169,"Amount"
"74917",7169,"Description"
"74918",7169,"Supplier Postcode"
"74919",7169,"Supplier Type"
"74920",7169,"Contract Number"
"74921",7169,"Project Code"
"74922",7169,"Expenditure Type"
"74923",7170,"Department family"
"74924",7170,"Entity"
"74925",7170,"Date"
"74926",7170,"Expense type"
"74927",7170,"Expense area"
"74928",7170,"Supplier"
"74929",7170,"Transaction number"
"74930",7170,"invoice number - delete"
"74931",7170,"Amount"
"74932",7170,"Description"
"74933",7170,"Supplier Postcode"
"74934",7170,"Supplier Type"
"74935",7170,"Contract Number"
"74936",7170,"Project Code"
"74937",7170,"Expenditure Type"
"74938",7171,"Department family"
"74939",7171,"Entity"
"74940",7171,"Date"
"74941",7171,"Expense type"
"74942",7171,"Expense area"
"74943",7171,"Supplier"
"74944",7171,"Transaction number"
"74945",7171,"Amount"
"74946",7171,"Description"
"74947",7171,"Supplier Postcode"
"74948",7171,"Supplier Type"
"74949",7171,"Contract Number"
"74950",7171,"Project Code"
"74951",7171,"Expenditure Type"
"74952",7172,"Department family"
"74953",7172,"Entity"
"74954",7172,"Date"
"74955",7172,"Expense type"
"74956",7172,"Expense area"
"74957",7172,"Supplier"
"74958",7172,"Transaction number"
"74959",7172,"Amount"
"74960",7172,"Description"
"74961",7172,"Supplier Postcode"
"74962",7172,"Supplier Type"
"74963",7172,"Contract Number"
"74964",7172,"Project Code"
"74965",7172,"Expenditure Type"
"74966",7173,"Department family"
"74967",7173,"Entity"
"74968",7173,"Date"
"74969",7173,"Expense type"
"74970",7173,"Expense area"
"74971",7173,"Supplier"
"74972",7173,"Transaction number"
"74973",7173,"Amount"
"74974",7173,"Description"
"74975",7173,"Supplier Postcode"
"74976",7173,"Supplier Type"
"74977",7173,"Contract Number"
"74978",7173,"Project Code"
"74979",7173,"Expenditure Type"
"74980",7174,"Department family"
"74981",7174,"Entity"
"74982",7174,"Date"
"74983",7174,"Expense type"
"74984",7174,"Expense area"
"74985",7174,"Supplier"
"74986",7174,"Transaction number"
"74987",7174,"Amount"
"74988",7174,"Description"
"74989",7174,"Supplier Postcode"
"74990",7174,"Supplier Type"
"74991",7174,"Contract Number"
"74992",7174,"Project Code"
"74993",7174,"Expenditure Type"
"74994",7175,"Department family"
"74995",7175,"Entity"
"74996",7175,"Date"
"74997",7175,"Expense type"
"74998",7175,"Expense area"
"74999",7175,"Supplier"
"75000",7175,"Transaction number"
"75001",7175,"Amount"
"75002",7175,"Description"
"75003",7175,"Supplier Postcode"
"75004",7175,"Supplier Type"
"75005",7175,"Contract Number"
"75006",7175,"Project Code"
"75007",7175,"Expenditure Type"
"75008",7176,"Transaction Date"
"75009",7176,"Merchant Name"
"75010",7176,"Total"
"75011",7177,"Department family"
"75012",7177,"Entity"
"75013",7177,"Date"
"75014",7177,"Expense type"
"75015",7177,"Expense area"
"75016",7177,"Supplier"
"75017",7177,"Transaction number"
"75018",7177,"Amount"
"75019",7177,"Description"
"75020",7177,"Supplier Postcode"
"75021",7177,"Supplier Type"
"75022",7177,"Contract Number"
"75023",7177,"Project Code"
"75024",7177,"Expenditure Type"
"75025",7178,"Department family"
"75026",7178,"Entity"
"75027",7178,"Date"
"75028",7178,"Expense type"
"75029",7178,"Expense area"
"75030",7178,"Supplier"
"75031",7178,"Transaction number"
"75032",7178,"Amount"
"75033",7178,"Description"
"75034",7178,"Supplier Postcode"
"75035",7178,"Supplier Type"
"75036",7178,"Contract Number"
"75037",7178,"Project Code"
"75038",7178,"Expenditure Type"
"75039",7179,"Department family"
"75040",7179,"Entity"
"75041",7179,"Date"
"75042",7179,"Expense type"
"75043",7179,"Expense area"
"75044",7179,"Supplier"
"75045",7179,"Transaction number"
"75046",7179,"Amount"
"75047",7179,"Description"
"75048",7179,"Supplier Postcode"
"75049",7179,"Supplier Type"
"75050",7179,"Contract Number"
"75051",7179,"Project Code"
"75052",7179,"Expenditure Type"
"75053",7180,"Department family"
"75054",7180,"Entity"
"75055",7180,"Date"
"75056",7180,"Expense type"
"75057",7180,"Expense area"
"75058",7180,"Supplier"
"75059",7180,"Transaction number"
"75060",7180,"Amount"
"75061",7180,"Description"
"75062",7180,"Supplier Postcode"
"75063",7180,"Supplier Type"
"75064",7180,"Contract Number"
"75065",7180,"Project Code"
"75066",7180,"Expenditure Type"
"75067",7181,"Department family"
"75068",7181,"Entity"
"75069",7181,"Date"
"75070",7181,"Expense type"
"75071",7181,"Expense area"
"75072",7181,"Supplier"
"75073",7181,"Transaction number"
"75074",7181,"Amount"
"75075",7181,"Description"
"75076",7181,"Supplier Postcode"
"75077",7181,"Supplier Type"
"75078",7181,"Contract Number"
"75079",7181,"Project Code"
"75080",7181,"Expenditure Type"
"75081",7182,"Department family"
"75082",7182,"Entity"
"75083",7182,"Date"
"75084",7182,"Expense type"
"75085",7182,"Expense area"
"75086",7182,"Supplier"
"75087",7182,"Transaction number"
"75088",7182,"Amount"
"75089",7182,"Description"
"75090",7182,"Supplier Postcode"
"75091",7182,"Supplier Type"
"75092",7182,"Contract Number"
"75093",7182,"Project Code"
"75094",7182,"Expenditure Type"
"75095",7183,"Department family"
"75096",7183,"Entity"
"75097",7183,"Date"
"75098",7183,"Expense type"
"75099",7183,"Expense area"
"75100",7183,"Supplier"
"75101",7183,"Transaction number"
"75102",7183,"Amount"
"75103",7183,"Description"
"75104",7183,"Supplier Postcode"
"75105",7183,"Supplier Type"
"75106",7183,"Contract Number"
"75107",7183,"Project Code"
"75108",7183,"Expenditure Type"
"75109",7184,"APPLICANT_NAME"
"75110",7184,"PRESS_SUMMARY"
"75111",7184,"CURRENT_AWARD"
"75112",7184,"APPLICANT_START_DATE"
"75113",7184,"CHARITABLE_STATUS"
"75114",7184,"ORGANISATION_TYPE"
"75115",7184,"CHARITY_NUMBER"
"75116",7184,"COMPANY_NUMBER"
"75117",7184,"DECISION_DATE"
"75118",7184,"ANNOUNCEMENT_DATE"
"75119",7184,"PROGRAMME_NAME"
"75120",7184,"FUNDER_NAME"
"75121",7184,"LA_AREA"
"75122",7184,"LA_AREA_CODE"
"75123",7184,"REGION"
"75124",7184,"REGION_CODE"
"75125",7184,"CONSTITUENCY"
"75126",7184,"CONSTITUENCY_CODE"
"75127",7185,"APPLICANT_NAME"
"75128",7185,"PRESS_SUMMARY"
"75129",7185,"CURRENT_AWARD"
"75130",7185,"APPLICANT_START_DATE"
"75131",7185,"CHARITABLE_STATUS"
"75132",7185,"ORGANISATION_TYPE"
"75133",7185,"CHARITY_NUMBER"
"75134",7185,"COMPANY_NUMBER"
"75135",7185,"DECISION_DATE"
"75136",7185,"ANNOUNCEMENT_DATE"
"75137",7185,"PROGRAMME_NAME"
"75138",7185,"FUNDER_NAME"
"75139",7185,"LA_AREA"
"75140",7185,"LA_AREA_CODE"
"75141",7185,"REGION"
"75142",7185,"REGION_CODE"
"75143",7185,"CONSTITUENCY"
"75144",7185,"CONSTITUENCY_CODE"
"75145",7186,"APPLICANT_NAME"
"75146",7186,"PRESS_SUMMARY"
"75147",7186,"CURRENT_AWARD"
"75148",7186,"APPLICANT_START_DATE"
"75149",7186,"CHARITABLE_STATUS"
"75150",7186,"ORGANISATION_TYPE"
"75151",7186,"CHARITY_NUMBER"
"75152",7186,"COMPANY_NUMBER"
"75153",7186,"DECISION_DATE"
"75154",7186,"ANNOUNCEMENT_DATE"
"75155",7186,"PROGRAMME_NAME"
"75156",7186,"FUNDER_NAME"
"75157",7186,"LA_AREA"
"75158",7186,"LA_AREA_CODE"
"75159",7186,"REGION"
"75160",7186,"REGION_CODE"
"75161",7186,"CONSTITUENCY"
"75162",7186,"CONSTITUENCY_CODE"
"75163",7187,"APPLICANT_NAME"
"75164",7187,"PRESS_SUMMARY"
"75165",7187,"CURRENT_AWARD"
"75166",7187,"APPLICANT_START_DATE"
"75167",7187,"CHARITABLE_STATUS"
"75168",7187,"ORGANISATION_TYPE"
"75169",7187,"CHARITY_NUMBER"
"75170",7187,"COMPANY_NUMBER"
"75171",7187,"DECISION_DATE"
"75172",7187,"ANNOUNCEMENT_DATE"
"75173",7187,"PROGRAMME_NAME"
"75174",7187,"FUNDER_NAME"
"75175",7187,"LA_AREA"
"75176",7187,"LA_AREA_CODE"
"75177",7187,"REGION"
"75178",7187,"REGION_CODE"
"75179",7187,"CONSTITUENCY"
"75180",7187,"CONSTITUENCY_CODE"
"75181",7188,"APPLICANT_NAME"
"75182",7188,"PRESS_SUMMARY"
"75183",7188,"CURRENT_AWARD"
"75184",7188,"APPLICANT_START_DATE"
"75185",7188,"CHARITABLE_STATUS"
"75186",7188,"ORGANISATION_TYPE"
"75187",7188,"CHARITY_NUMBER"
"75188",7188,"COMPANY_NUMBER"
"75189",7188,"DECISION_DATE"
"75190",7188,"ANNOUNCEMENT_DATE"
"75191",7188,"PROGRAMME_NAME"
"75192",7188,"FUNDER_NAME"
"75193",7188,"LA_AREA"
"75194",7188,"LA_AREA_CODE"
"75195",7188,"REGION"
"75196",7188,"REGION_CODE"
"75197",7188,"CONSTITUENCY"
"75198",7188,"CONSTITUENCY_CODE"
"75199",7189,"APPLICANT_NAME"
